"","name","key","datasetKey","publishingOrgKey","publishingCountry","protocol","lastCrawled","lastParsed","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","scientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","dateIdentified","decimalLongitude","decimalLatitude","year","month","day","eventDate","issues","modified","lastInterpreted","references","identifiers","facts","relations","geodeticDatum","class","countryCode","country","gbifID","verbatimEventDate","institutionCode","datasetName","verbatimLocality","catalogNumber","recordedBy","rights","rightsHolder","identifier","taxonID","collectionCode","identificationID","occurrenceRemarks","eventTime","informationWithheld","infraspecificEpithet","locality","prov"
"265","Chlorogalum pomeridianum",891040573,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:00.888+0000","2014-05-29T20:15:31.847+0000","none","HUMAN_OBSERVATION",2772636,6,49,196,1169,7683,2772629,2772636,"Chlorogalum pomeridianum (DC.) Kunth","Plantae","Magnoliophyta","Asparagales","Asparagaceae","Chlorogalum","Chlorogalum pomeridianum","Chlorogalum","pomeridianum","SPECIES","2014-02-01T22:17:47.000+0000",-122.57462,38.39931,2014,2,1,"2014-01-31T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-10T16:14:51.000+0000","2014-06-05T19:25:13.523+0000","http://www.inaturalist.org/observations/517412","none","none","none","WGS84","Liliopsida","US","United States","891040573","2014-02-01","iNaturalist","iNaturalist research-grade observations","Schultz Road, Kenwood, California","517412","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","517412","47597","Observations","901428","The small amount of recent rain has brought some of the native species to life, such as this Wavy-leaf soap plant. This plant was used by Native Americans as a source of soap.",NA,NA,NA,NA,"gbif"
"266","Sciurus griseus",891044731,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:03.220+0000","2014-07-08T12:28:03.244+0000","none","HUMAN_OBSERVATION",5219672,1,44,359,1459,9456,2437489,5219672,"Sciurus griseus Ord, 1818","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus griseus","Sciurus","griseus","SPECIES","2014-02-11T00:00:13.000+0000",-122.66394,38.45669,2014,2,10,"2014-02-09T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES,MODIFIED_DATE_UNLIKELY","2014-07-01T12:46:13.000+0000","2014-07-08T12:31:01.933+0000","http://www.inaturalist.org/observations/527392","none","none","none","WGS84","Mammalia","US","United States","891044731","2014-02-10","iNaturalist","iNaturalist research-grade observations","Lake Ralphine, Sonoma County, California","527392","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","527392","46023","Observations","921793","Seen scampering arboreally among oak and madrone trees near the inflow to Lake Raphine.",NA,NA,NA,NA,"gbif"
"267","Anaxyrus boreas",891046106,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:03.801+0000","2014-07-08T12:28:04.132+0000","none","HUMAN_OBSERVATION",2422924,1,44,131,952,6727,2422857,2422924,"Anaxyrus boreas (Baird & Girard, 1852)","Animalia","Chordata","Anura","Bufonidae","Anaxyrus","Anaxyrus boreas","Anaxyrus","boreas","SPECIES","2014-02-14T23:51:05.000+0000",-122.74299,38.41792,2014,2,14,"2014-02-14T19:31:04.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-06-30T08:21:51.000+0000","2014-07-08T12:31:08.380+0000","http://www.inaturalist.org/observations/530831","none","none","none","WGS84","Amphibia","US","United States","891046106","Fri Feb 14 2014 11:31:04 GMT-0800 (PST)","iNaturalist","iNaturalist research-grade observations","Linebaugh Rd, Petaluma, CA, US","530831","Paulette Loubet","Copyright Paulette Loubet, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Paulette Loubet","530831","64970","Observations","929368","Found in kelly pond","19:31:04Z","Coordinate uncertainty increased by 10000m to protect threatened taxon",NA,NA,"gbif"
"268","Erodium",891047525,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:04.648+0000","2014-05-29T20:16:18.517+0000","none","HUMAN_OBSERVATION",2891616,6,49,220,624,4676,2891616,NA,"Erodium LHér. ex Aiton","Plantae","Magnoliophyta","Geraniales","Geraniaceae","Erodium",NA,"Erodium",NA,"GENUS",NA,-123.09142,39.33387,2014,2,17,"2014-02-17T22:32:45.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-18T03:30:15.000+0000","2014-06-05T19:25:41.443+0000","http://www.inaturalist.org/observations/534768","none","none","none","WGS84","Magnoliopsida","US","United States","891047525","Mon Feb 17 2014 14:32:45 GMT-0800 (PST)","iNaturalist","iNaturalist research-grade observations","95469, Potter Valley, CA, US","534768","lindsaydailey","Copyright lindsaydailey, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","lindsaydailey","534768","47688","Observations",NA,"First flowers of spring!","22:32:45Z",NA,NA,NA,"gbif"
"269","Pseudacris regilla",891051089,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:06.332+0000","2014-07-08T12:28:06.480+0000","none","HUMAN_OBSERVATION",2428132,1,44,131,952,6735,2428124,2428132,"Pseudacris regilla (Baird & Girard, 1852)","Animalia","Chordata","Anura","Hylidae","Pseudacris","Pseudacris regilla","Pseudacris","regilla","SPECIES","2014-02-24T21:05:36.000+0000",-123.82713,40.13804,2014,2,21,"2014-02-20T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-06-30T08:25:48.000+0000","2014-07-08T12:31:11.926+0000","http://www.inaturalist.org/observations/542699","none","none","none","WGS84","Amphibia","US","United States","891051089","2014-02-21","iNaturalist","iNaturalist research-grade observations","Redway, CA","542699","Kim Cabrera","Copyright Kim Cabrera, licensed under a Creative Commons cc_by_nd_name license: http://creativecommons.org/licenses/by-nd/3.0/","Kim Cabrera","542699","24259","Observations","951076","egg masses",NA,NA,NA,NA,"gbif"
"270","Prunus ilicifolia",891042992,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:02.279+0000","2014-05-29T20:15:46.954+0000","none","HUMAN_OBSERVATION",3020610,6,49,220,691,5015,3020559,3020610,"Prunus ilicifolia (Nutt. ex Hook. & Arn.) D.Dietr.","Plantae","Magnoliophyta","Rosales","Rosaceae","Prunus","Prunus ilicifolia","Prunus","ilicifolia","SPECIES","2014-02-07T00:04:21.000+0000",-122.67186,38.45871,2014,2,6,"2014-02-05T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-19T07:50:44.000+0000","2014-06-05T19:25:22.730+0000","http://www.inaturalist.org/observations/523155","none","none","none","WGS84","Magnoliopsida","US","United States","891042992","2014-02-06","iNaturalist","iNaturalist research-grade observations","Santa Rosa Creek, Santa Rosa","523155","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","523155","57250","Observations","912985","Seen growing on the upper north bank of Santa Rosa Creek. This specimen was approximately three meters in height.",NA,NA,NA,NA,"gbif"
"271","Olea europaea",891045599,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:03.645+0000","2014-05-29T20:16:06.536+0000","none","HUMAN_OBSERVATION",5415040,6,49,220,408,6652,3172244,5415040,"Olea europaea L.","Plantae","Magnoliophyta","Lamiales","Oleaceae","Olea","Olea europaea","Olea","europaea","SPECIES","2014-02-13T15:08:44.000+0000",-122.58341,38.39931,2014,2,13,"2014-02-12T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-28T09:11:31.000+0000","2014-06-05T19:25:33.546+0000","http://www.inaturalist.org/observations/529552","none","none","none","WGS84","Magnoliopsida","US","United States","891045599","2014-02-13","iNaturalist","iNaturalist research-grade observations","Annadel State Park","529552","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","529552","57140","Observations","926822","A number of these olive trees have become naturalized in this part of Annadel State Park. This species is widely cultivated in Sonoma Valley, and presumably birds have served as dispersers of the seed.",NA,NA,NA,NA,"gbif"
"272","Dryopteris arguta",891046259,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:03.945+0000","2014-05-29T20:16:09.579+0000","none","HUMAN_OBSERVATION",5275136,6,59,7228684,392,2373,2651126,5275136,"Dryopteris arguta (Kaulf.) Watt","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris arguta","Dryopteris","arguta","SPECIES","2014-02-15T13:38:46.000+0000",-122.6622,38.45583,2014,2,14,"2014-02-13T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-15T22:27:36.000+0000","2014-06-05T19:25:35.911+0000","http://www.inaturalist.org/observations/531419","none","none","none","WGS84","Polypodiopsida","US","United States","891046259","2014-02-14","iNaturalist","iNaturalist research-grade observations","Howarth Park, Santa Rosa","531419","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","531419","52671","Observations","930503","Seen growing not far from the trail. This specimen was growing in an apparently disturbed area near the trail. Fronds were about 70 cm long, with the petiole about thirty percent of the total frond length.",NA,NA,NA,NA,"gbif"
"273","Passer domesticus",891048080,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:04.916+0000","2014-05-29T20:16:21.962+0000","none","HUMAN_OBSERVATION",5231190,1,44,212,729,5264,2492321,5231190,"Passer domesticus (Linnaeus, 1758)","Animalia","Chordata","Passeriformes","Passeridae","Passer","Passer domesticus","Passer","domesticus","SPECIES","2014-02-18T23:16:43.000+0000",-122.70291,38.45403,2014,2,18,"2014-02-18T18:06:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-09T01:02:29.000+0000","2014-06-05T19:25:43.487+0000","http://www.inaturalist.org/observations/535835","none","none","none","WGS84","Aves","US","United States","891048080","2014-02-18  1006","iNaturalist","iNaturalist research-grade observations","Town and Country Market, Santa Rosa CA","535835","icosahedron","Copyright icosahedron, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","icosahedron","535835","13858","Observations","938122","Resident at this small shopping center with multiple food-service businesses.","18:06:00Z",NA,NA,NA,"gbif"
"274","Fulica americana",891044710,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:03.169+0000","2014-05-29T20:15:58.986+0000","none","HUMAN_OBSERVATION",2474393,1,44,212,1493,9342,2474376,2474393,"Fulica americana Gmelin, 1789","Animalia","Chordata","Gruiformes","Rallidae","Fulica","Fulica americana","Fulica","americana","SPECIES","2014-02-10T21:00:18.000+0000",-122.66725,38.45394,2014,2,10,"2014-02-09T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T23:59:14.000+0000","2014-06-05T19:25:29.777+0000","http://www.inaturalist.org/observations/527238","none","none","none","WGS84","Aves","US","United States","891044710","2014-02-10","iNaturalist","iNaturalist research-grade observations","Lake Ralphine, Sonoma County, California","527238","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","527238","473","Observations","921488","A number of these diving birds were seen on Lake Raphine today, diving for food, probably aquatic submerged vegetation.",NA,NA,NA,NA,"gbif"
"275","Dryocopus pileatus",891049858,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:05.811+0000","2014-05-29T20:16:33.419+0000","none","HUMAN_OBSERVATION",5228824,1,44,212,724,9333,2477865,5228824,"Dryocopus pileatus (Linnaeus, 1758)","Animalia","Chordata","Piciformes","Picidae","Dryocopus","Dryocopus pileatus","Dryocopus","pileatus","SPECIES","2014-02-23T14:50:59.000+0000",-122.78333,38.61271,2014,2,22,"2014-02-21T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-09T01:37:20.000+0000","2014-06-05T19:25:50.638+0000","http://www.inaturalist.org/observations/539939","none","none","none","WGS84","Aves","US","United States","891049858","2014-02-22","iNaturalist","iNaturalist research-grade observations","Alexander Valley, CA","539939","Don Loarie","Copyright Don Loarie, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","Don Loarie","539939","17855","Observations","946538",NA,NA,NA,NA,NA,"gbif"
"276","Callipepla californica",891044444,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:03.049+0000","2014-05-29T20:15:57.053+0000","none","HUMAN_OBSERVATION",5228080,1,44,212,723,9325,2474205,5228080,"Callipepla californica (Shaw, 1798)","Animalia","Chordata","Galliformes","Odontophoridae","Callipepla","Callipepla californica","Callipepla","californica","SPECIES","2014-02-10T00:17:49.000+0000",-122.57035,38.42282,2014,2,9,"2014-02-08T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T23:52:06.000+0000","2014-06-05T19:25:28.638+0000","http://www.inaturalist.org/observations/526219","none","none","none","WGS84","Aves","US","United States","891044444","2014-02-09","iNaturalist","iNaturalist research-grade observations","Valley of the Moon, California","526219","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","526219","1409","Observations","919608","This lone quail was seen at the edge of a flooded grassland in the Valley of the Moon. ",NA,NA,NA,NA,"gbif"
"277","Taricha torosa",891040971,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:01.138+0000","2014-07-08T12:28:01.399+0000","none","HUMAN_OBSERVATION",2431913,1,44,131,953,6750,2431912,2431913,"Taricha torosa (Rathke, 1833)","Animalia","Chordata","Caudata","Salamandridae","Taricha","Taricha torosa","Taricha","torosa","SPECIES","2014-02-02T21:00:25.000+0000",-122.70729,38.57589,2014,2,2,"2014-02-02T20:09:54.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-06-30T08:17:16.000+0000","2014-07-08T12:30:58.594+0000","http://www.inaturalist.org/observations/518194","none","none","none","WGS84","Amphibia","US","United States","891040971","Sun Feb 02 2014 12:09:54 GMT-0800 (PST)","iNaturalist","iNaturalist research-grade observations","95448, Healdsburg, CA, US","518194","jabramson","Copyright jabramson, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","jabramson","518194","27818","Observations","903041",NA,"20:09:54Z",NA,NA,NA,"gbif"
"278","Cynoglossum grande",891051069,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:06.264+0000","2014-05-29T20:16:42.678+0000","none","HUMAN_OBSERVATION",2925822,6,49,220,7226464,2498,2925812,2925822,"Cynoglossum grande Douglas ex Lehm.","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cynoglossum","Cynoglossum grande","Cynoglossum","grande","SPECIES","2014-02-27T15:50:40.000+0000",-122.62356,38.41611,2014,2,23,"2014-02-23T00:36:12.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-04-28T13:16:42.000+0000","2014-06-05T19:25:55.533+0000","http://www.inaturalist.org/observations/542575","none","none","none","WGS84","Magnoliopsida","US","United States","891051069","2014-02-23 16:36:12","iNaturalist","iNaturalist research-grade observations","annadele state park","542575","Naturalist Eve","Copyright Naturalist Eve, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Naturalist Eve","542575","49142","Observations","958471","I thought it might be hounds tongue or mules ears but I'm not sure. It is sticky, almost waxy and aromatic.","00:36:12Z",NA,NA,NA,"gbif"
"279","Lavandula",891051663,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:06.702+0000","2014-05-29T20:16:45.260+0000","none","HUMAN_OBSERVATION",2927302,6,49,220,408,2497,2927302,NA,"Lavandula L.","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Lavandula",NA,"Lavandula",NA,"GENUS","2014-02-25T23:01:19.000+0000",-122.58315,38.3987,2014,2,25,"2014-02-24T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-28T23:23:34.000+0000","2014-06-05T19:25:57.606+0000","http://www.inaturalist.org/observations/544035","none","none","none","WGS84","Magnoliopsida","US","United States","891051663","2014-02-25","iNaturalist","iNaturalist research-grade observations","Annadel State Park","544035","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","544035","61905","Observations","954378","Probably a garden escape or animal transport created this entire colony of Lavandula, numbering about a dozen naturalized plants.",NA,NA,NA,NA,"gbif"
"280","Muhlenbergia rigens",891052498,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:28:07.081+0000","2014-05-29T20:16:50.062+0000","none","HUMAN_OBSERVATION",2703951,6,49,196,1369,3073,2703939,2703951,"Muhlenbergia rigens (Benth.) Hitchc.","Plantae","Magnoliophyta","Poales","Poaceae","Muhlenbergia","Muhlenbergia rigens","Muhlenbergia","rigens","SPECIES","2014-02-27T16:16:09.000+0000",-122.6785,38.45315,2014,2,26,"2014-02-25T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-28T07:48:16.000+0000","2014-06-05T19:26:00.587+0000","http://www.inaturalist.org/observations/545706","none","none","none","WGS84","Liliopsida","US","United States","891052498","2014-02-26","iNaturalist","iNaturalist research-grade observations","Flat Rocks, Santa Rosa","545706","c michael hogan","Copyright c michael hogan, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","c michael hogan","545706","59094","Observations","958489","There were several specimens of this grass species near the trailhead to Flat Rocks near Flat Rocks Circle. This one measures about 1.2 meters to the flower spike tip; while culms reach 120 cm, the flower spike itself is compact and narrow, 30 cm long and 3 mm wide. I have seen this same taxon used as a landscaping species, e.g. for commercial development on Stagecoach Road. In any case this grass is well adapted and perhaps naturalized at this point. The shinier adaxial blade and duller abaxial blade are shown in photo two with the hand model.",NA,NA,NA,NA,"gbif"
